,gid,cctv_yn,gbn,camera_yn,signal_count,rd_type,crosswalks_count,crsswlk_type,crsswlk_wdth,crsswlk_lngth,speed_bumps_count,fac_hght,fac_wdth,fac_lngth,fac_type,cctv_state,road_bt,child_zones_yn,acc_density
3627,다사620052,1,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,450.0,없음,없음,0.0,0,low
3628,다사620053,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,high
3630,다사620055,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
3631,다사620056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3632,다사620057,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,low
3633,다사620058,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,low
3634,다사620059,0,없음,0,0,없음,0,0,0.0,0.0,6,10.0,360.0,533.3333333333334,없음,없음,0.0,0,low
3635,다사620060,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3637,다사620062,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
3638,다사620063,0,없음,0,4,일반국도,1,4,8.0,18.0,2,10.0,360.0,400.0,없음,없음,0.0,0,high
3639,다사620064,0,신호,1,12,일반국도,7,4,6.857142857142857,11.714285714285714,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3640,다사620065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3643,다사620068,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,650.0,없음,없음,0.0,0,low
3647,다사620072,0,없음,0,4,기타,1,1,6.0,13.0,2,10.0,360.0,800.0,없음,없음,0.0,0,low
3670,다사621037,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3675,다사621042,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3676,다사621043,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,low
3677,다사621044,0,없음,0,0,없음,2,1,3.0,8.5,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3678,다사621045,0,없음,0,4,일반국도,1,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3679,다사621046,0,없음,0,7,일반국도,2,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3680,다사621047,0,없음,0,9,일반국도,2,4,3.0,4.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3681,다사621048,1,없음,0,6,일반국도,1,1,4.0,11.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3682,다사621049,0,없음,0,5,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3683,다사621050,1,없음,0,3,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3684,다사621051,1,없음,0,1,기타,4,1,2.75,9.5,2,10.0,360.0,700.0,없음,없음,0.0,0,high
3685,다사621052,0,없음,0,29,일반국도,27,1,4.074074074074074,12.148148148148149,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3686,다사621053,0,없음,0,5,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3687,다사621054,0,없음,0,6,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3688,다사621055,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,high
3689,다사621056,0,신호,1,1,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3690,다사621057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3691,다사621058,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3692,다사621059,0,없음,0,34,시도,18,1,4.777777777777778,12.88888888888889,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3693,다사621060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3694,다사621061,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3695,다사621062,0,없음,0,4,일반국도,1,1,6.0,18.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3696,다사621063,0,없음,0,0,없음,1,1,3.0,8.0,3,10.0,360.0,533.3333333333334,없음,없음,0.0,0,high
3697,다사621064,0,없음,0,0,없음,1,1,2.0,9.0,2,10.0,360.0,500.0,없음,없음,0.0,0,high
3698,다사621065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3702,다사621069,0,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,600.0,어린이집,N,6.0,1,low
3704,다사621071,0,신호,1,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,어린이집,N,7.0,1,low
3717,다사622036,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3725,다사622044,1,없음,0,3,기타,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3726,다사622045,0,없음,0,3,기타,1,1,3.0,5.0,2,10.0,360.0,600.0,없음,없음,0.0,0,high
3727,다사622046,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3730,다사622049,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3732,다사622051,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3733,다사622052,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3734,다사622053,1,신호,1,8,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3735,다사622054,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3736,다사622055,0,없음,0,4,기타,4,1,7.0,18.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3737,다사622056,1,없음,0,7,시도,6,1,6.0,23.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3738,다사622057,1,없음,0,0,없음,3,1,4.0,7.666666666666667,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3739,다사622058,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3740,다사622059,0,없음,0,27,기타,16,1,5.0625,16.5625,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3741,다사622060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3742,다사622061,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3743,다사622062,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3744,다사622063,0,없음,0,11,기타,7,1,4.0,9.285714285714286,5,10.0,360.0,680.0,없음,없음,0.0,0,low
3745,다사622064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3746,다사622065,0,없음,0,4,국가지원지방도,2,1,4.5,12.5,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3751,다사622070,0,없음,0,1,기타,0,0,0.0,0.0,3,10.0,360.0,600.0,없음,없음,0.0,0,low
3752,다사622071,1,없음,0,2,시도,0,0,0.0,0.0,2,10.0,360.0,200.0,없음,없음,0.0,0,low
3766,다사623041,0,없음,0,0,없음,2,1,4.0,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3767,다사623042,0,없음,0,10,지방도,1,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3768,다사623043,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3773,다사623048,1,없음,0,0,없음,1,1,5.0,17.0,3,10.0,360.0,800.0,없음,없음,0.0,0,low
3774,다사623049,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3778,다사623053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3779,다사623054,0,없음,0,24,기타,9,1,5.444444444444445,15.11111111111111,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3780,다사623055,1,없음,0,4,기타,2,1,3.0,8.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3781,다사623056,0,없음,0,13,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3782,다사623057,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3783,다사623058,0,없음,0,26,기타,7,1,5.285714285714286,18.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3784,다사623059,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3785,다사623060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3786,다사623061,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3789,다사623064,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3791,다사623066,0,없음,0,12,국가지원지방도,2,1,6.0,20.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3793,다사623068,0,없음,0,0,없음,1,1,4.0,5.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3794,다사623069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3795,다사623070,0,없음,0,11,시도,3,1,4.0,14.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3796,다사623071,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3799,다사624032,0,없음,0,0,없음,2,1,5.0,13.0,2,10.0,360.0,800.0,없음,없음,0.0,0,low
3804,다사624037,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3809,다사624042,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3810,다사624043,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3812,다사624045,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3815,다사624048,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,550.0,없음,없음,0.0,0,low
3816,다사624049,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3817,다사624050,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3820,다사624053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3823,다사624056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3824,다사624057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3828,다사624061,1,신호,1,3,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3829,다사624062,0,없음,0,0,없음,1,1,4.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3833,다사624066,0,없음,0,0,없음,1,1,3.0,22.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3836,다사624069,0,없음,0,6,시도,1,1,8.0,12.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3844,다사625037,0,없음,0,5,시도,2,1,4.5,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3846,다사625039,0,없음,0,5,시도,2,1,4.0,18.5,2,10.0,360.0,800.0,없음,없음,0.0,0,low
3848,다사625041,0,없음,0,1,시도,2,4,6.0,5.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3849,다사625042,0,없음,0,19,시도,7,4,5.714285714285714,14.857142857142858,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3850,다사625043,0,없음,0,6,시도,2,1,5.0,18.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3851,다사625044,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3852,다사625045,0,없음,0,6,시도,2,1,4.5,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3854,다사625047,0,없음,0,0,없음,1,1,3.0,5.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3855,다사625048,0,없음,0,0,없음,5,1,4.8,12.0,1,10.0,360.0,500.0,없음,없음,0.0,0,low
3856,다사625049,0,없음,0,6,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3857,다사625050,0,없음,0,6,시도,4,4,6.0,17.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3858,다사625051,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3860,다사625053,0,없음,0,15,시도,3,1,7.0,30.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3861,다사625054,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3862,다사625055,0,없음,0,2,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3863,다사625056,0,없음,0,3,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3864,다사625057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3869,다사625062,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3870,다사625063,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3871,다사625064,1,신호,1,42,기타,12,1,5.416666666666667,16.25,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3872,다사625065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3873,다사625066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3874,다사625067,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3875,다사625068,1,없음,0,6,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3876,다사625069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3878,다사625071,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3881,다사626032,0,없음,0,12,시도,3,1,6.333333333333333,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3882,다사626033,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3883,다사626034,0,없음,0,4,시도,1,1,6.0,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3884,다사626035,0,없음,0,3,시도,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,high
3888,다사626039,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3891,다사626042,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3892,다사626043,0,없음,0,3,기타,6,1,3.0,5.333333333333333,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3897,다사626048,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3899,다사626050,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3900,다사626051,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,유치원,N,6.0,1,low
3905,다사626056,0,없음,0,4,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3907,다사626058,0,없음,0,12,시도,2,1,5.5,35.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3908,다사626059,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3909,다사626060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3916,다사626067,0,없음,0,2,국가지원지방도,1,1,5.0,23.0,3,10.0,360.0,600.0,없음,없음,0.0,0,high
3927,다사627037,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3928,다사627038,0,없음,0,2,시도,2,1,6.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3932,다사627042,0,없음,0,14,기타,4,4,3.25,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3940,다사627050,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,700.0,없음,없음,0.0,0,high
3950,다사627060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3951,다사627061,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3952,다사627062,0,신호,1,13,시도,2,1,5.0,34.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3953,다사627063,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1200.0,없음,없음,0.0,0,low
3957,다사627067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3959,다사627069,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3963,다사628033,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3970,다사628040,0,없음,0,5,지방도,5,4,4.0,12.0,1,10.0,360.0,800.0,없음,없음,0.0,0,low
3971,다사628041,0,없음,0,4,지방도,3,4,4.333333333333333,14.666666666666666,1,10.0,360.0,1100.0,없음,없음,0.0,0,low
3972,다사628042,0,없음,0,4,지방도,2,4,4.0,12.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3980,다사628050,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0,high
3993,다사628063,0,없음,0,1,기타,2,1,5.0,13.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3994,다사628064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3995,다사628065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3997,다사628067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3999,다사628069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4007,다사629037,0,없음,0,12,기타,3,1,5.666666666666667,11.333333333333334,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4010,다사629040,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
4012,다사629042,0,없음,0,0,없음,1,1,8.0,16.0,2,10.0,360.0,750.0,없음,없음,0.0,0,high
4015,다사629045,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4020,다사629050,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4026,다사629056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4036,다사629066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4037,다사629067,0,없음,0,7,국가지원지방도,4,4,5.5,19.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4038,다사629068,0,없음,0,8,국가지원지방도,4,4,6.25,18.75,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4049,다사630040,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,300.0,없음,없음,0.0,0,low
4051,다사630042,0,없음,0,6,시도,2,1,5.0,8.5,1,10.0,360.0,300.0,없음,없음,0.0,0,low
4052,다사630043,0,신호,1,0,없음,1,1,6.0,11.0,2,10.0,360.0,450.0,유치원,N,6.0,1,low
4054,다사630045,0,없음,0,1,시도,1,1,6.0,11.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
4055,다사630046,0,없음,0,4,기타,3,1,6.666666666666667,10.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
4059,다사630050,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4060,다사630051,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4061,다사630052,0,없음,0,3,기타,3,1,6.666666666666667,16.333333333333332,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4062,다사630053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4063,다사630054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4064,다사630055,0,신호,1,15,시도,2,1,5.0,16.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4065,다사630056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4066,다사630057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4068,다사630059,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4069,다사630060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4076,다사630067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4077,다사630068,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4086,다사631038,0,없음,0,2,지방도,2,4,4.0,19.0,1,10.0,360.0,1400.0,없음,없음,0.0,0,low
4089,다사631041,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,500.0,없음,없음,0.0,0,low
4093,다사631045,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4094,다사631046,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4095,다사631047,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4096,다사631048,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4097,다사631049,0,없음,0,1,기타,1,1,4.0,22.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4098,다사631050,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4104,다사631056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,유치원,N,4.0,1,low
4106,다사631058,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4107,다사631059,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4108,다사631060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4109,다사631061,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4115,다사631067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4126,다사632038,0,없음,0,4,지방도,0,0,0.0,0.0,1,10.0,360.0,1400.0,없음,없음,0.0,0,low
4130,다사632042,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4131,다사632043,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4132,다사632044,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4135,다사632047,0,신호,1,5,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4136,다사632048,1,신호,1,6,기타,3,4,4.666666666666667,9.333333333333334,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4138,다사632050,0,없음,0,2,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4141,다사632053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4143,다사632055,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4149,다사632061,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4150,다사632062,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4151,다사632063,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4155,다사632067,0,없음,0,9,국가지원지방도,1,1,8.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4156,다사632068,0,없음,0,2,국가지원지방도,1,1,8.0,25.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4163,다사633037,0,없음,0,1,지방도,2,1,3.0,12.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4166,다사633040,0,속도,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4167,다사633041,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4175,다사633049,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4176,다사633050,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
4178,다사633052,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0,low
4181,다사633055,0,없음,0,9,시도,3,1,5.0,19.33333333333333,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4182,다사633056,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4189,다사633063,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4190,다사633064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4191,다사633065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4192,다사633066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4193,다사633067,0,없음,0,0,없음,1,1,8.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
4202,다사634038,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4203,다사634039,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
