road_nm,inst_plc,fac_hght,fac_wdth,fac_lngth,sprtn,cntns,lon,lat
양산로410번길,양산도서관 주차장 앞,10,360,1500,Y,N,127.032728,37.19427281
양산로398번길,한신대후문 버스정류장 늘푸른오스카빌 방면 50m,10,360,600,Y,N,127.0304557,37.19430721
양산로398번길,한신대후문 버스정류장 앞,10,360,600,Y,N,127.0298617,37.19469932
양산로410번길,오산시육아종합지원센터 앞,10,360,1200,Y,N,127.0319088,37.19470554
양산로398번길,한신대후문 버스정류장 한신대 방면 50m,10,360,600,Y,N,127.0293747,37.19493371
양산로,오산세마공원 세마e편한세상 113동 사이 도로,10,360,800,Y,N,127.0319569,37.19518083
양산로410번길,파리바게트 오산양산점 앞,10,360,1200,Y,N,127.0306814,37.19535913
양산로,오산세마공원 세마e편한세상 사랑해어린이집 사이 도로,10,360,800,Y,N,127.0327289,37.19620557
양산로,양산로 419 앞,10,360,900,Y,N,127.0300287,37.19688658
양산로348번길,양산로348번길 30 앞,10,360,400,N,N,127.0260777,37.19588284
양산로,양산로355 앞,10,360,600,Y,N,127.0241686,37.19602291
양산로,양산동 445-3,10,360,600,Y,N,127.023077,37.196037
양산로,유일하이진 앞,10,360,600,Y,Y,127.0249401,37.19610835
한신대길,양산동379-6번지,10,360,600,Y,N,127.023206,37.196128
양산로,유일하이진 앞,10,360,600,Y,Y,127.0251964,37.19621417
한신대길,현대E마트 앞,10,360,600,Y,N,127.0232028,37.19622584
한신대길,커피더테이블앞,10,360,600,Y,N,127.0232847,37.19703452
양산로,양산초등학교 세마e편한세상 130동 사이 도로,10,360,800,Y,N,127.0327997,37.19722825
양산로,양산로 427 앞,10,360,900,Y,N,127.0305414,37.19735274
양산로,양산초등학교 사거리 방면,10,360,1200,Y,N,127.032462,37.19776672
양산로,대림아파트 버스정류장 한일타운아파트 방면 150m,10,360,900,Y,N,127.0360158,37.19777695
양산로,세마 e편한세상 아파트 130동 사거리방면 앞,10,360,1200,Y,N,127.033259,37.19783407
양산로,대림아파트 버스정류장 앞,10,360,900,Y,N,127.034529,37.19784272
양산로,양산초교앞 사거리,10,360,300,Y,N,127.033044,37.19791
양산로,양산초교앞 사거리,10,360,300,Y,N,127.032687,37.198044
